Prefix,Exact,DXCC,CQZ,ITUZ,Cont,Lat,Lon,ValidFrom,ValidTo
GB0AGC,1,265,14,0,,,,1993-09-01T00:00:00+00:00,1993-09-05T23:59:59+00:00
GB2CRU,1,265,14,0,,,,2014-02-15T00:00:00+00:00,2014-02-16T23:59:59+00:00
GB0ICT,1,265,14,0,,,,1994-10-01T00:00:00+00:00,1994-10-01T23:59:59+00:00
GB4MEW,1,265,14,0,,,,1995-05-01T00:00:00+00:00,1995-05-07T23:59:59+00:00
GB2LL,1,265,14,0,,,,1995-05-05T00:00:00+00:00,1995-05-31T23:59:59+00:00
GB0CI,1,265,14,0,,,,1993-06-11T00:00:00+00:00,1993-06-13T23:59:59+00:00
GB2BCB,1,265,14,0,,,,1986-11-02T00:00:00+00:00,1986-11-28T23:59:59+00:00
GB0GDI,1,265,14,0,,,,2014-05-01T00:00:00+00:00,2014-05-27T23:59:59+00:00
GB0CHW,1,265,14,0,,,,2012-05-12T00:00:00+00:00,2012-05-13T23:59:59+00:00
GB2MGY,1,265,14,0,,,,2007-04-14T00:00:00+00:00,2007-04-15T23:59:59+00:00
GB4DSS,1,265,14,0,,,,1981-10-17T00:00:00+00:00,1985-10-20T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1992-10-17T00:00:00+00:00,1992-10-18T23:59:59+00:00
GB3DSG,1,265,14,0,,,,1978-10-21T00:00:00+00:00,1978-10-22T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1995-10-21T00:00:00+00:00,1995-10-22T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1999-10-16T00:00:00+00:00,1999-10-17T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2008-10-18T00:00:00+00:00,2008-10-19T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2006-10-21T00:00:00+00:00,2006-10-22T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1997-10-18T00:00:00+00:00,1997-10-19T23:59:59+00:00
GB50CSC,1,265,14,0,,,,2007-10-20T00:00:00+00:00,2007-10-21T23:59:59+00:00
GB50AAD,1,265,14,0,,,,2007-10-20T00:00:00+00:00,2007-10-21T23:59:59+00:00
GB0MAR,1,265,14,0,,,,2009-07-18T00:00:00+00:00,2009-07-25T23:59:59+00:00
GB6SWL,1,265,14,0,,,,2006-03-17T00:00:00+00:00,2006-03-19T23:59:59+00:00
GB6SWL,1,265,14,0,,,,2006-08-05T00:00:00+00:00,2006-08-07T23:59:59+00:00
GB0FMF,1,265,14,0,,,,2001-08-04T00:00:00+00:00,2001-08-04T23:59:59+00:00
GB0FMF,1,265,14,0,,,,2002-08-03T00:00:00+00:00,2002-08-03T23:59:59+00:00
GB0FMF,1,265,14,0,,,,2003-08-02T00:00:00+00:00,2003-08-02T23:59:59+00:00
GB5BIG,1,265,14,0,,,,2006-09-01T00:00:00+00:00,2006-09-02T23:59:59+00:00
GB0RSL,1,265,14,0,,,,2014-08-15T00:00:00+00:00,2014-08-17T23:59:59+00:00
GB2YRL,1,265,14,0,,,,1983-10-15T00:00:00+00:00,1983-10-16T23:59:59+00:00
GB2DCI,1,265,14,0,,,,2014-09-13T00:00:00+00:00,2014-09-13T23:59:59+00:00
GB6SWL,1,265,14,0,,,,2006-09-16T00:00:00+00:00,2006-09-17T23:59:59+00:00
GB8ROC,1,265,14,0,,,,2014-08-07T00:00:00+00:00,2014-08-30T23:59:59+00:00
GB0AS,1,265,14,0,,,,2014-10-17T00:00:00+00:00,2014-10-19T23:59:59+00:00
GB2AS,1,265,14,0,,,,2014-10-17T00:00:00+00:00,2014-10-19T23:59:59+00:00
GB8ROC,1,265,14,0,,,,2014-10-14T00:00:00+00:00,2014-10-14T23:59:59+00:00
GB8ROC,1,265,14,0,,,,2014-10-17T00:00:00+00:00,2014-10-17T23:59:59+00:00
GB0MAH,1,265,14,0,,,,2000-06-02T00:00:00+00:00,2000-06-04T23:59:59+00:00
GB2AG,1,265,14,0,,,,2000-05-08T00:00:00+00:00,2000-05-14T23:59:59+00:00
GB2PSW,1,265,14,0,,,,2000-05-13T00:00:00+00:00,2000-05-14T23:59:59+00:00
GB2PSW,1,265,14,0,,,,1998-05-10T00:00:00+00:00,1998-05-11T23:59:59+00:00
GB2PSW,1,265,14,0,,,,1999-05-08T00:00:00+00:00,1999-05-09T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2001-03-17T00:00:00+00:00,2001-03-18T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2002-03-16T00:00:00+00:00,2002-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2003-03-16T00:00:00+00:00,2003-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2005-03-17T00:00:00+00:00,2005-03-18T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2006-03-17T00:00:00+00:00,2006-03-24T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2007-03-17T00:00:00+00:00,2007-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2009-03-17T00:00:00+00:00,2009-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2010-03-16T00:00:00+00:00,2010-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2014-03-15T00:00:00+00:00,2014-03-17T23:59:59+00:00
GB0BTC,1,265,14,0,,,,1998-05-27T00:00:00+00:00,2004-04-16T23:59:59+00:00
GB0LSP,1,265,14,0,,,,2000-08-19T00:00:00+00:00,2000-08-20T23:59:59+00:00
GB0CBS,1,265,14,0,,,,2001-09-02T00:00:00+00:00,2001-09-02T23:59:59+00:00
GB2LL,1,265,14,0,,,,1999-04-25T00:00:00+00:00,1999-05-02T23:59:59+00:00
GB2LL,1,265,14,0,,,,2002-06-15T00:00:00+00:00,2002-06-29T23:59:59+00:00
GB2LL,1,265,14,0,,,,2002-09-08T00:00:00+00:00,2002-09-08T23:59:59+00:00
GB2LL,1,265,14,0,,,,2003-06-14T00:00:00+00:00,2003-06-16T23:59:59+00:00
GB2LL,1,265,14,0,,,,1998-08-14T00:00:00+00:00,1998-08-25T23:59:59+00:00
GB2LL,1,265,14,0,,,,1997-08-11T00:00:00+00:00,1997-08-18T23:59:59+00:00
GB2LL,1,265,14,0,,,,2003-09-12T00:00:00+00:00,2003-09-20T23:59:59+00:00
GB2LL,1,265,14,0,,,,2004-06-11T00:00:00+00:00,2004-06-21T23:59:59+00:00
GB2LL,1,265,14,0,,,,2004-09-10T00:00:00+00:00,2004-09-21T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2012-10-20T00:00:00+00:00,2012-10-21T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2010-10-16T00:00:00+00:00,2010-10-17T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2008-10-18T00:00:00+00:00,2008-10-19T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2007-05-24T00:00:00+00:00,2007-05-26T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2006-10-21T00:00:00+00:00,2006-10-22T23:59:59+00:00
GB2BDS,1,265,14,0,,,,2005-10-15T00:00:00+00:00,2005-10-16T23:59:59+00:00
GB4CTL,1,265,14,0,,,,2013-08-17T00:00:00+00:00,2013-08-18T23:59:59+00:00
GB4UAS,1,265,14,0,,,,2013-11-09T00:00:00+00:00,
GB2BCW,1,265,14,0,,,,2013-05-11T00:00:00+00:00,2013-05-11T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2014-05-10T00:00:00+00:00,2014-05-10T23:59:59+00:00
GB1RM,1,265,14,0,,,,2014-08-15T00:00:00+00:00,2014-08-16T23:59:59+00:00
GB0LNR,1,265,14,0,,,,2012-04-07T00:00:00+00:00,2012-05-04T23:59:59+00:00
GB1SRI,1,265,14,0,,,,2008-05-21T00:00:00+00:00,2008-05-25T23:59:59+00:00
GB3FRE,1,265,14,0,,,,1969-05-27T00:00:00+00:00,1969-06-07T23:59:59+00:00
GB1DDG,1,265,14,0,,,,2015-02-21T00:00:00+00:00,2015-02-21T23:59:59+00:00
GB0PAT,1,265,14,0,,,,2015-03-17T00:00:00+00:00,2015-03-17T23:59:59+00:00
GB2STP,1,265,14,0,,,,2015-03-17T00:00:00+00:00,
GB8RAF,1,265,14,0,,,,2015-04-12T00:00:00+00:00,2015-04-12T23:59:59+00:00
GB8RAF,1,265,14,0,,,,2014-04-05T00:00:00+00:00,2014-04-06T23:59:59+00:00
GB2UBB,1,265,14,0,,,,1984-10-11T00:00:00+00:00,1990-10-25T23:59:59+00:00
GB2REL,1,265,14,0,,,,2015-08-13T00:00:00+00:00,2015-08-20T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2015-06-20T00:00:00+00:00,2015-06-21T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2009-06-20T00:00:00+00:00,2009-06-21T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2008-06-14T00:00:00+00:00,2008-06-15T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2015-06-27T00:00:00+00:00,2015-06-28T23:59:59+00:00
GB8RAF,1,265,14,0,,,,2015-04-03T00:00:00+00:00,2015-04-06T23:59:59+00:00
GB2NIS,1,265,14,0,,,,1989-07-25T00:00:00+00:00,1989-08-04T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2015-05-09T00:00:00+00:00,2015-05-09T23:59:59+00:00
GB2BOA,1,265,14,0,,,,2015-05-01T00:00:00+00:00,
GB0SPD,1,265,14,0,,,,2013-03-17T00:00:00+00:00,2013-03-18T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2011-03-14T00:00:00+00:00,2011-03-18T23:59:59+00:00
GB8RAF,1,265,14,0,,,,2015-03-28T00:00:00+00:00,2015-03-29T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2009-05-24T00:00:00+00:00,2009-05-24T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2015-05-22T00:00:00+00:00,2015-05-25T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2013-05-25T00:00:00+00:00,2013-05-26T23:59:59+00:00
GB8GLM,1,265,14,0,,,,2015-06-27T00:00:00+00:00,2015-06-28T23:59:59+00:00
GB8DS,1,265,14,0,,,,2015-09-27T00:00:00+00:00,2015-09-27T23:59:59+00:00
GB2EF,1,265,14,0,,,,1983-05-27T00:00:00+00:00,1983-06-05T23:59:59+00:00
GB2EF,1,265,14,0,,,,1979-06-09T00:00:00+00:00,1979-06-16T23:59:59+00:00
GB4ONI,1,265,14,0,,,,2015-11-20T00:00:00+00:00,2015-11-21T23:59:59+00:00
GB5OMU,1,265,14,0,,,,2015-12-01T00:00:00+00:00,2015-12-31T23:59:59+00:00
GB75JST,1,265,14,0,,,,1988-09-01T00:00:00+00:00,1988-12-31T23:59:59+00:00
GB2POU,1,265,14,0,,,,1988-09-10T00:00:00+00:00,1988-10-11T23:59:59+00:00
GB2UVS,1,265,14,0,,,,1988-09-30T00:00:00+00:00,1988-10-27T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2016-03-17T00:00:00+00:00,2016-03-20T23:59:59+00:00
GB8SPD,1,265,14,0,,,,2007-03-16T00:00:00+00:00,2007-03-17T23:59:59+00:00
GB8SPD,1,265,14,0,,,,2015-03-17T00:00:00+00:00,2015-03-17T23:59:59+00:00
GB0GPF,1,265,14,0,,,,2004-06-05T00:00:00+00:00,2004-06-08T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2007-03-16T00:00:00+00:00,2007-03-18T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2008-03-14T00:00:00+00:00,2008-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2009-03-15T00:00:00+00:00,2009-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2011-03-17T00:00:00+00:00,2011-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2012-03-17T00:00:00+00:00,2012-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2013-03-17T00:00:00+00:00,2013-03-18T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2014-03-17T00:00:00+00:00,2014-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2015-03-17T00:00:00+00:00,2015-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2004-03-13T00:00:00+00:00,2004-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2005-03-12T00:00:00+00:00,2005-03-19T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2006-03-15T00:00:00+00:00,2006-03-24T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2007-03-16T00:00:00+00:00,2007-04-05T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2008-03-15T00:00:00+00:00,2008-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2009-03-14T00:00:00+00:00,2009-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2010-03-15T00:00:00+00:00,2010-03-18T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2011-03-16T00:00:00+00:00,2011-03-18T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2012-03-15T00:00:00+00:00,2012-03-19T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2014-03-15T00:00:00+00:00,2014-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2015-03-17T00:00:00+00:00,2015-03-17T23:59:59+00:00
GB8SPD,1,265,14,0,,,,2016-03-17T00:00:00+00:00,2016-03-17T23:59:59+00:00
GB0PAT,1,265,14,0,,,,2016-03-17T00:00:00+00:00,2016-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2016-03-16T00:00:00+00:00,2016-03-20T23:59:59+00:00
GB8RAF,1,265,14,0,,,,2016-04-03T00:00:00+00:00,2016-04-03T23:59:59+00:00
GB8RAF,1,265,14,0,,,,2016-03-27T00:00:00+00:00,2016-03-27T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2016-05-14T00:00:00+00:00,2016-05-15T23:59:59+00:00
GB0CHW,1,265,14,0,,,,2013-05-11T00:00:00+00:00,2013-05-12T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2016-05-28T00:00:00+00:00,2016-05-29T23:59:59+00:00
GB1MAC,1,265,14,0,,,,2008-05-24T00:00:00+00:00,2008-05-25T23:59:59+00:00
GB1MAC,1,265,14,0,,,,2009-05-23T00:00:00+00:00,2009-05-24T23:59:59+00:00
GB100BOS,1,265,14,0,,,,2016-06-27T00:00:00+00:00,2016-07-02T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2016-06-18T00:00:00+00:00,2016-06-19T23:59:59+00:00
GB5BL,1,265,14,0,,,,2001-08-18T00:00:00+00:00,2001-08-19T23:59:59+00:00
GB5BL,1,265,14,0,,,,2002-08-17T00:00:00+00:00,2002-08-18T23:59:59+00:00
GB5BL,1,265,14,0,,,,2003-08-16T00:00:00+00:00,2003-08-17T23:59:59+00:00
GB5BL,1,265,14,0,,,,2004-08-20T00:00:00+00:00,2004-08-22T23:59:59+00:00
GB5BL,1,265,14,0,,,,2006-08-19T00:00:00+00:00,2006-08-19T23:59:59+00:00
GB5BL,1,265,14,0,,,,2007-08-18T00:00:00+00:00,2007-08-18T23:59:59+00:00
GB5BL,1,265,14,0,,,,2010-08-21T00:00:00+00:00,2010-08-22T23:59:59+00:00
GB5BL,1,265,14,0,,,,2011-08-20T00:00:00+00:00,2011-08-21T23:59:59+00:00
GB5BL,1,265,14,0,,,,2012-08-18T00:00:00+00:00,2012-08-18T23:59:59+00:00
GB5BL,1,265,14,0,,,,2013-08-17T00:00:00+00:00,2013-08-17T23:59:59+00:00
GB5BL,1,265,14,0,,,,2014-08-16T00:00:00+00:00,2014-08-17T23:59:59+00:00
GB5BL,1,265,14,0,,,,2015-08-15T00:00:00+00:00,2015-08-16T23:59:59+00:00
GB0AVB,1,265,14,0,,,,2011-04-15T00:00:00+00:00,2011-04-17T23:59:59+00:00
GB0BIG,1,265,14,0,,,,2003-09-06T00:00:00+00:00,2003-09-06T23:59:59+00:00
GB0BIG,1,265,14,0,,,,2004-09-04T00:00:00+00:00,2004-09-04T23:59:59+00:00
GB0BMS,1,265,14,0,,,,2006-06-24T00:00:00+00:00,2006-06-24T23:59:59+00:00
GB0BTC,1,265,14,0,,,,2010-11-28T00:00:00+00:00,2010-11-28T23:59:59+00:00
GB0BVC,1,265,14,0,,,,2006-07-01T00:00:00+00:00,2006-07-01T23:59:59+00:00
GB0C,1,265,14,0,,,,2011-05-21T00:00:00+00:00,2011-05-29T23:59:59+00:00
GB0EG,1,265,14,0,,,,2014-04-05T00:00:00+00:00,2014-04-05T23:59:59+00:00
GB0GPF,1,265,14,0,,,,2008-06-08T00:00:00+00:00,
GB5BL,1,265,14,0,,,,2016-08-20T00:00:00+00:00,2016-08-21T23:59:59+00:00
GB0GWW,1,265,14,0,,,,1999-10-04T00:00:00+00:00,1999-10-19T23:59:59+00:00
GB0SHC,1,265,14,0,,,,1996-07-01T00:00:00+00:00,1996-07-01T23:59:59+00:00
GB0TCH,1,265,14,0,,,,2005-03-26T00:00:00+00:00,2005-03-27T23:59:59+00:00
GB0TGN,1,265,14,0,,,,2010-08-15T00:00:00+00:00,2010-08-15T23:59:59+00:00
GB0SBG,1,265,14,0,,,,2009-02-21T00:00:00+00:00,2009-02-22T23:59:59+00:00
GB0SBG,1,265,14,0,,,,2013-10-18T00:00:00+00:00,2013-10-20T23:59:59+00:00
GB0SBG,1,265,14,0,,,,2014-10-18T00:00:00+00:00,2014-10-20T23:59:59+00:00
GB0SBG,1,265,14,0,,,,2015-10-16T00:00:00+00:00,2015-10-18T23:59:59+00:00
GB16SW,1,265,14,0,,,,2016-07-24T00:00:00+00:00,2016-07-30T23:59:59+00:00
GB2SW,1,265,14,0,,,,2016-07-24T00:00:00+00:00,2016-07-30T23:59:59+00:00
GB3BEL,1,265,14,0,,,,1976-05-01T00:00:00+00:00,1976-05-31T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2012-09-22T00:00:00+00:00,2012-09-22T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2013-09-22T00:00:00+00:00,2013-09-22T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2014-09-27T00:00:00+00:00,2014-09-27T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2015-09-26T00:00:00+00:00,2015-09-27T23:59:59+00:00
GB0SA,1,265,14,0,,,,1994-06-04T00:00:00+00:00,1994-06-06T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1990-10-20T00:00:00+00:00,1990-10-21T23:59:59+00:00
GB0CSC,1,265,14,0,,,,1996-10-19T00:00:00+00:00,1996-10-20T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2001-10-20T00:00:00+00:00,2001-10-21T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2009-10-17T00:00:00+00:00,2009-10-18T23:59:59+00:00
GB16YOTA,1,265,14,0,,,,2016-12-17T00:00:00+00:00,2016-12-17T23:59:59+00:00
GB0AS,1,265,14,0,,,,2015-10-17T00:00:00+00:00,2015-10-18T23:59:59+00:00
GB2DVS,1,265,14,0,,,,1979-10-20T00:00:00+00:00,1979-10-21T23:59:59+00:00
GB3AVS,1,265,14,0,,,,1979-10-19T00:00:00+00:00,1979-10-21T23:59:59+00:00
GB3AVS,1,265,14,0,,,,1971-10-15T00:00:00+00:00,1971-10-17T23:59:59+00:00
GB3AVS,1,265,14,0,,,,1972-10-21T00:00:00+00:00,1972-10-23T23:59:59+00:00
GB3CSG,1,265,14,0,,,,1978-10-20T00:00:00+00:00,1978-10-21T23:59:59+00:00
GB3CSC,1,265,14,0,,,,1978-10-20T00:00:00+00:00,1978-10-21T23:59:59+00:00
GB3CSC,1,265,14,0,,,,1979-10-19T00:00:00+00:00,1979-10-21T23:59:59+00:00
GB3GSG,1,265,14,0,,,,1978-10-21T00:00:00+00:00,1978-10-22T23:59:59+00:00
GB9SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB2SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB8SPD,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB0COA,1,265,14,0,,,,2017-05-13T00:00:00+00:00,2017-05-14T23:59:59+00:00
GB0COA,1,265,14,0,,,,2017-05-27T00:00:00+00:00,2017-05-28T23:59:59+00:00
GB1IMD,1,265,14,0,,,,2017-04-22T00:00:00+00:00,2017-04-22T23:59:59+00:00
GB0PAT,1,265,14,0,,,,2017-03-17T00:00:00+00:00,2017-03-17T23:59:59+00:00
GB8BKY,1,265,14,0,,,,2017-03-25T00:00:00+00:00,2017-04-09T23:59:59+00:00
GB8EGT,1,265,14,0,,,,2017-03-25T00:00:00+00:00,2017-04-09T23:59:59+00:00
GB0USR,1,265,14,0,,,,2017-06-19T00:00:00+00:00,2017-06-19T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2017-05-13T00:00:00+00:00,2017-05-14T23:59:59+00:00
GB2UUJ,1,265,14,0,,,,1985-05-01T00:00:00+00:00,1985-05-01T23:59:59+00:00
GB1AFP,1,265,14,0,,,,2017-06-17T00:00:00+00:00,2017-06-18T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2017-05-27T00:00:00+00:00,2017-05-28T23:59:59+00:00
GB6CRA,1,265,14,0,,,,2017-03-01T00:00:00+00:00,2017-03-28T23:59:59+00:00
GB5BL,1,265,14,0,,,,2017-08-19T00:00:00+00:00,2017-08-20T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2017-09-23T00:00:00+00:00,2017-09-23T23:59:59+00:00
GB2DMR,1,265,14,0,,,,2016-09-24T00:00:00+00:00,2016-09-24T23:59:59+00:00
GB4PS,1,265,14,0,,,,2017-10-20T00:00:00+00:00,2017-10-22T23:59:59+00:00
GB2AD,1,265,14,0,,,,2009-11-11T00:00:00+00:00,2009-11-11T23:59:59+00:00
GB2AD/P,1,265,14,0,,,,2009-11-11T00:00:00+00:00,2009-11-11T23:59:59+00:00
GB2AD,1,265,14,0,,,,2011-11-10T00:00:00+00:00,2011-11-11T23:59:59+00:00
GB17YOTA,1,265,14,0,,,,2017-12-05T00:00:00+00:00,2017-12-05T23:59:59+00:00
GB17YOTA,1,265,14,0,,,,2017-12-10T00:00:00+00:00,2017-12-10T23:59:59+00:00
GB17YOTA,1,265,14,0,,,,2017-12-23T00:00:00+00:00,2017-12-24T23:59:59+00:00
GB106TBC,1,265,14,0,,,,2018-04-02T00:00:00+00:00,2018-04-29T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2018-03-16T00:00:00+00:00,2018-03-18T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2010-05-22T00:00:00+00:00,2010-05-23T23:59:59+00:00
GB9SPD,1,265,14,0,,,,2018-03-16T00:00:00+00:00,2018-03-18T23:59:59+00:00
GB0SPD,1,265,14,0,,,,2018-03-16T00:00:00+00:00,2018-03-18T23:59:59+00:00
GB2SPD,1,265,14,0,,,,2018-03-16T00:00:00+00:00,2018-03-18T23:59:59+00:00
GB0PAT,1,265,14,0,,,,2018-03-16T00:00:00+00:00,2018-03-18T23:59:59+00:00
GB4SOS,1,265,14,0,,,,2018-05-01T00:00:00+00:00,2018-05-28T23:59:59+00:00
GB8BKY,1,265,14,0,,,,2018-03-26T00:00:00+00:00,2018-04-08T23:59:59+00:00
GB8EGT,1,265,14,0,,,,2018-03-26T00:00:00+00:00,2018-04-08T23:59:59+00:00
GB8BRM,1,265,14,0,,,,2018-08-25T00:00:00+00:00,2018-08-27T23:59:59+00:00
GB0GLS,1,265,14,0,,,,2018-05-05T00:00:00+00:00,2018-05-05T23:59:59+00:00
GB0GLS,1,265,14,0,,,,2017-05-06T00:00:00+00:00,2017-05-06T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2018-05-09T00:00:00+00:00,2018-05-09T23:59:59+00:00
2R0TMR,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
MR6XGZ,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
MR0SAI,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
GB2BCW,1,265,14,0,,,,2018-05-12T00:00:00+00:00,2018-05-13T23:59:59+00:00
GB18FIFA,1,265,14,0,,,,2018-06-01T00:00:00+00:00,2018-06-28T23:59:59+00:00
MR0MOD,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
MR0TLG,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
MR0GDO,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
2R0KPY,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
2R0WMN,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
GR0RWO,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
MR0WWB,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
GR3SG,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
GR4LXL,1,265,14,0,,,,2018-05-18T00:00:00+00:00,2018-05-21T23:59:59+00:00
GB2MAC,1,265,14,0,,,,2018-06-09T00:00:00+00:00,2018-06-10T23:59:59+00:00
GB5BL,1,265,14,0,,,,2018-08-17T00:00:00+00:00,2018-08-19T23:59:59+00:00
GB100RAF,1,265,14,0,,,,2018-09-01T00:00:00+00:00,2018-09-02T23:59:59+00:00
GB2CI,1,265,14,0,,,,1985-06-22T00:00:00+00:00,1985-06-23T23:59:59+00:00
GB5DPR,1,265,14,0,,,,2018-09-22T00:00:00+00:00,2018-09-23T23:59:59+00:00
GB3RI,1,265,14,0,,,,1959-09-11T00:00:00+00:00,1959-09-14T23:59:59+00:00
GB4AVS,1,265,14,0,,,,1981-10-16T00:00:00+00:00,1981-10-18T23:59:59+00:00
GB1WWC,1,265,14,0,,,,2018-11-08T00:00:00+00:00,2018-12-05T23:59:59+00:00
GB2NAT,1,265,14,0,,,,1985-05-25T00:00:00+00:00,1985-05-26T23:59:59+00:00
GB1918EKN,1,265,14,0,,,,2018-11-10T00:00:00+00:00,2018-11-10T23:59:59+00:00
GB50WAB,1,265,14,0,,,,2019-01-01T00:00:00+00:00,2019-01-14T23:59:59+00:00
GB50WAB,1,265,14,0,,,,2019-03-26T00:00:00+00:00,2019-04-08T23:59:59+00:00
GB19CGI,1,265,14,0,,,,2019-05-30T00:00:00+00:00,2019-07-14T23:59:59+00:00
GB19CNI,1,265,14,0,,,,2019-05-30T00:00:00+00:00,2019-07-14T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2002-10-18T00:00:00+00:00,2002-10-20T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2016-10-14T00:00:00+00:00,2016-10-16T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2017-10-20T00:00:00+00:00,2017-10-22T23:59:59+00:00
GB0CSC,1,265,14,0,,,,2018-10-20T00:00:00+00:00,2018-10-21T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2019-03-16T00:00:00+00:00,2019-03-18T23:59:59+00:00
GB1SPD,1,265,14,0,,,,2016-03-16T00:00:00+00:00,2016-03-18T23:59:59+00:00
GB5SPD,1,265,14,0,,,,2013-03-16T00:00:00+00:00,2013-03-18T23:59:59+00:00
